Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio
1458,02/08/2022 02:00,02/13/2022 02:00,Same Day,Shipping on time,0,PENDING,79743,Consumer,France,USCA,Europe,Furniture,3035,28,5792.06,0.363,125.06,5,5,0.0216
1459,02/08/2022 04:00,02/14/2022 04:00,Standard Class,Late delivery,1,COMPLETE,27275,Corporate,France,LATAM,Europe,Furniture,2222,21,1992.9,0.051,368.12,4,6,0.1847
1460,02/08/2022 06:00,02/09/2022 06:00,Standard Class,Shipping on time,0,PROCESSING,42408,Home Office,India,Africa,Africa,Clothing,4124,13,334.54,0.294,113.53,5,1,0.3394
1461,02/08/2022 08:00,02/14/2022 08:00,First Class,Late delivery,1,PROCESSING,83897,Corporate,India,LATAM,Africa,Books,8162,37,9972.69,0.217,3000.74,3,6,0.3009
1462,02/08/2022 10:00,02/09/2022 10:00,Standard Class,Shipping on time,0,CLOSED,92885,Corporate,United States,Europe,Europe,Furniture,1238,48,2129.48,0.258,-84.96,2,1,-0.0399
1463,02/08/2022 12:00,02/14/2022 12:00,Standard Class,Advance shipping,0,PROCESSING,64325,Home Office,India,LATAM,Europe,Clothing,7331,34,1924.44,0.017,114.49,3,6,0.0595
1464,02/08/2022 14:00,02/11/2022 14:00,Same Day,Advance shipping,0,CANCELED,29661,Home Office,India,USCA,LATAM,Furniture,8322,2,439.58,0.408,5.67,6,3,0.0129
1465,02/08/2022 16:00,02/09/2022 16:00,Standard Class,Late delivery,1,PROCESSING,45062,Consumer,Brazil,LATAM,Europe,Books,6743,23,424.59,0.429,144.48,4,1,0.3403
1466,02/08/2022 18:00,02/15/2022 18:00,First Class,Late delivery,1,PROCESSING,81609,Consumer,United States,USCA,Africa,Electronics,6494,36,14581.02,0.002,645.12,2,7,0.0442
1467,02/08/2022 20:00,02/10/2022 20:00,Standard Class,Shipping on time,0,CLOSED,63853,Corporate,Germany,Africa,Africa,Books,1470,20,7215.55,0.096,220.26,6,2,0.0305
1468,02/08/2022 22:00,02/13/2022 22:00,First Class,Advance shipping,0,CANCELED,28153,Corporate,Germany,Africa,Africa,Books,6165,38,2618.8,0.081,519.44,6,5,0.1984
1469,02/09/2022 00:00,02/11/2022 00:00,Second Class,Late delivery,1,PENDING,35704,Home Office,United States,Africa,Pacific Asia,Books,2341,35,5933.09,0.352,1023.31,4,2,0.1725
1470,02/09/2022 02:00,02/16/2022 02:00,Same Day,Advance shipping,0,PROCESSING,27739,Consumer,India,Pacific Asia,Africa,Books,2535,4,154.47,0.269,6.23,5,7,0.0403
1471,02/09/2022 04:00,02/15/2022 04:00,Same Day,Late delivery,1,SUSPECTED_FRAUD,52222,Consumer,Brazil,Africa,Pacific Asia,Clothing,8627,28,8194.77,0.08,1787.66,2,6,0.2181
1472,02/09/2022 06:00,02/15/2022 06:00,Same Day,Advance shipping,0,PENDING,50116,Home Office,United States,Europe,Africa,Clothing,6188,9,206.27,0.366,-2.31,4,6,-0.0112
1473,02/09/2022 08:00,02/13/2022 08:00,Second Class,Shipping on time,0,PROCESSING,58759,Corporate,France,Africa,Pacific Asia,Furniture,9934,24,9537.34,0.159,-402.98,6,4,-0.0423
1474,02/09/2022 10:00,02/13/2022 10:00,Standard Class,Shipping canceled,0,COMPLETE,95043,Home Office,India,Africa,Africa,Furniture,4599,19,1624.67,0.207,-27.67,4,4,-0.017
1475,02/09/2022 12:00,02/14/2022 12:00,Standard Class,Advance shipping,0,CLOSED,68635,Consumer,Germany,Europe,Africa,Electronics,3641,40,11333.71,0.174,1087.44,2,5,0.0959
1476,02/09/2022 14:00,02/15/2022 14:00,First Class,Advance shipping,0,PROCESSING,62690,Corporate,Germany,Pacific Asia,Africa,Sports,9952,43,2253.31,0.235,766.14,5,6,0.34
1477,02/09/2022 16:00,02/15/2022 16:00,Same Day,Advance shipping,0,PENDING,42960,Corporate,United States,Pacific Asia,USCA,Books,6262,23,1960.98,0.216,331.21,5,6,0.1689
1478,02/09/2022 18:00,02/10/2022 18:00,Same Day,Late delivery,1,PENDING,67152,Home Office,United States,LATAM,LATAM,Electronics,8643,27,5397.86,0.124,1359.67,5,1,0.2519
1479,02/09/2022 20:00,02/14/2022 20:00,First Class,Shipping canceled,0,CLOSED,95983,Consumer,India,Europe,USCA,Furniture,540,31,7239.81,0.191,569.04,5,5,0.0786
1480,02/09/2022 22:00,02/10/2022 22:00,Same Day,Advance shipping,0,COMPLETE,10875,Consumer,India,Europe,Europe,Furniture,5306,33,9740.58,0.409,2315.68,2,1,0.2377
1481,02/10/2022 00:00,02/13/2022 00:00,Second Class,Shipping on time,0,CANCELED,41479,Corporate,United States,LATAM,Pacific Asia,Books,8186,32,441.61,0.226,148.59,2,3,0.3365
1482,02/10/2022 02:00,02/16/2022 02:00,Standard Class,Shipping canceled,0,COMPLETE,15095,Corporate,Germany,LATAM,Pacific Asia,Furniture,8102,39,118.33,0.412,11.02,5,6,0.0931
1483,02/10/2022 04:00,02/12/2022 04:00,Standard Class,Shipping canceled,0,PENDING,28334,Home Office,Brazil,LATAM,USCA,Furniture,7177,49,6574.79,0.248,2298.7,6,2,0.3496
1484,02/10/2022 06:00,02/16/2022 06:00,First Class,Shipping on time,0,PENDING,16023,Home Office,India,Africa,Europe,Books,1728,41,4994.11,0.346,1025.61,2,6,0.2054
1485,02/10/2022 08:00,02/14/2022 08:00,First Class,Late delivery,1,SUSPECTED_FRAUD,63307,Consumer,Germany,Pacific Asia,LATAM,Clothing,5513,7,2688.63,0.132,670.64,4,4,0.2494
1486,02/10/2022 10:00,02/12/2022 10:00,Standard Class,Shipping canceled,0,SUSPECTED_FRAUD,83766,Consumer,India,Europe,Pacific Asia,Furniture,1103,24,7059.22,0.356,359.08,4,2,0.0509
1487,02/10/2022 12:00,02/13/2022 12:00,Same Day,Late delivery,1,COMPLETE,94622,Corporate,United States,Europe,USCA,Electronics,8038,23,8933.15,0.119,1851.27,3,3,0.2072
1488,02/10/2022 14:00,02/14/2022 14:00,Same Day,Advance shipping,0,COMPLETE,31316,Home Office,United States,Africa,Pacific Asia,Furniture,6342,25,1879.68,0.009,290.23,5,4,0.1544
1489,02/10/2022 16:00,02/16/2022 16:00,Second Class,Late delivery,1,PROCESSING,72946,Corporate,Germany,USCA,Africa,Sports,2018,26,5042.51,0.072,1676.94,6,6,0.3326
1490,02/10/2022 18:00,02/15/2022 18:00,Same Day,Advance shipping,0,PENDING,39595,Home Office,France,USCA,Europe,Electronics,7294,36,13336.84,0.01,4159.36,6,5,0.3119
1491,02/10/2022 20:00,02/17/2022 20:00,Second Class,Shipping canceled,0,CANCELED,38421,Consumer,Brazil,Africa,USCA,Sports,7220,21,1925.51,0.426,209.24,2,7,0.1087
1492,02/10/2022 22:00,02/17/2022 22:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,64895,Home Office,France,LATAM,Africa,Clothing,625,13,2383.1,0.45,783.44,4,7,0.3287
1493,02/11/2022 00:00,02/17/2022 00:00,Second Class,Late delivery,1,COMPLETE,71109,Consumer,Germany,Africa,Europe,Electronics,983,23,1849.44,0.343,562.09,6,6,0.3039
1494,02/11/2022 02:00,02/16/2022 02:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,62555,Home Office,Germany,Europe,Africa,Clothing,2089,42,6594.02,0.049,1227.5,3,5,0.1862
1495,02/11/2022 04:00,02/14/2022 04:00,Standard Class,Advance shipping,0,COMPLETE,18978,Home Office,India,Europe,Europe,Clothing,793,16,4102.26,0.405,-70.37,6,3,-0.0172
1496,02/11/2022 06:00,02/14/2022 06:00,Standard Class,Late delivery,1,PENDING,46947,Consumer,United States,Europe,Pacific Asia,Electronics,5418,2,171.57,0.335,2.46,4,3,0.0143
1497,02/11/2022 08:00,02/12/2022 08:00,Second Class,Late delivery,1,CANCELED,35712,Consumer,Germany,Europe,Africa,Books,8810,48,19679.47,0.15,-378.84,4,1,-0.0193
1498,02/11/2022 10:00,02/14/2022 10:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,10387,Corporate,France,LATAM,USCA,Furniture,721,10,1212.08,0.226,-8.25,3,3,-0.0068
1499,02/11/2022 12:00,02/18/2022 12:00,Standard Class,Advance shipping,0,CANCELED,13657,Home Office,United States,Europe,Europe,Clothing,6183,30,350.65,0.298,119.49,6,7,0.3408
1500,02/11/2022 14:00,02/14/2022 14:00,Second Class,Late delivery,1,COMPLETE,50463,Consumer,India,USCA,LATAM,Clothing,4297,40,5189.48,0.011,180.94,4,3,0.0349
1501,02/11/2022 16:00,02/12/2022 16:00,Standard Class,Late delivery,1,PENDING,19039,Consumer,India,Africa,Africa,Electronics,8378,14,972.53,0.226,220.12,4,1,0.2263
1502,02/11/2022 18:00,02/16/2022 18:00,First Class,Late delivery,1,PROCESSING,76498,Home Office,United States,Africa,LATAM,Electronics,4872,17,2914.47,0.33,596.33,4,5,0.2046
1503,02/11/2022 20:00,02/18/2022 20:00,Same Day,Shipping on time,0,CANCELED,15063,Home Office,Brazil,Europe,Africa,Clothing,6719,14,778.72,0.085,157.66,2,7,0.2025
1504,02/11/2022 22:00,02/18/2022 22:00,First Class,Shipping on time,0,COMPLETE,31171,Consumer,Brazil,USCA,Europe,Sports,9224,8,2015.3,0.2,65.86,5,7,0.0327
1505,02/12/2022 00:00,02/14/2022 00:00,Same Day,Late delivery,1,CANCELED,98710,Home Office,Brazil,Europe,Europe,Clothing,1447,8,2663.53,0.24,484.07,3,2,0.1817
1506,02/12/2022 02:00,02/16/2022 02:00,Same Day,Advance shipping,0,CLOSED,73751,Home Office,Germany,USCA,Pacific Asia,Electronics,3224,10,1233.97,0.331,247.06,3,4,0.2002
1507,02/12/2022 04:00,02/16/2022 04:00,Same Day,Late delivery,1,COMPLETE,60164,Home Office,France,Africa,Africa,Furniture,2769,23,1150.79,0.434,205.03,5,4,0.1782
1508,02/12/2022 06:00,02/14/2022 06:00,First Class,Shipping on time,0,PENDING,11363,Consumer,United States,LATAM,LATAM,Sports,1769,27,3387.42,0.382,82.87,2,2,0.0245
1509,02/12/2022 08:00,02/14/2022 08:00,First Class,Shipping canceled,0,SUSPECTED_FRAUD,13931,Home Office,United States,Europe,USCA,Electronics,6513,1,283.72,0.28,67.87,5,2,0.2392
1510,02/12/2022 10:00,02/14/2022 10:00,First Class,Late delivery,1,PROCESSING,91719,Consumer,United States,Africa,USCA,Sports,174,42,9217.79,0.263,-190.83,4,2,-0.0207
1511,02/12/2022 12:00,02/19/2022 12:00,Second Class,Advance shipping,0,COMPLETE,81942,Consumer,Germany,USCA,Europe,Books,3920,34,1364.97,0.271,254.54,5,7,0.1865
1512,02/12/2022 14:00,02/18/2022 14:00,Same Day,Shipping canceled,0,COMPLETE,95502,Consumer,United States,Pacific Asia,LATAM,Clothing,1303,4,818.15,0.245,101.86,2,6,0.1245
1513,02/12/2022 16:00,02/18/2022 16:00,Same Day,Late delivery,1,CLOSED,82730,Corporate,Brazil,Europe,Pacific Asia,Electronics,6190,42,9672.98,0.027,484.76,5,6,0.0501
1514,02/12/2022 18:00,02/18/2022 18:00,Standard Class,Late delivery,1,CLOSED,10221,Home Office,Brazil,Pacific Asia,Pacific Asia,Sports,7532,2,229.01,0.314,62.51,3,6,0.273
1515,02/12/2022 20:00,02/19/2022 20:00,Same Day,Late delivery,1,CLOSED,82500,Consumer,France,Pacific Asia,LATAM,Electronics,4721,28,1130.12,0.322,23.01,6,7,0.0204
1516,02/12/2022 22:00,02/13/2022 22:00,First Class,Advance shipping,0,PROCESSING,51203,Consumer,United States,LATAM,Pacific Asia,Electronics,4504,23,8678.13,0.231,2804.71,3,1,0.3232
1517,02/13/2022 00:00,02/20/2022 00:00,Same Day,Advance shipping,0,PENDING,72310,Consumer,Germany,USCA,USCA,Furniture,4552,25,1400.53,0.392,425.52,2,7,0.3038
1518,02/13/2022 02:00,02/14/2022 02:00,Second Class,Late delivery,1,COMPLETE,47243,Consumer,India,LATAM,LATAM,Books,2067,47,3289.33,0.303,309.97,4,1,0.0942
1519,02/13/2022 04:00,02/17/2022 04:00,Standard Class,Advance shipping,0,PROCESSING,74890,Home Office,France,LATAM,LATAM,Electronics,3817,46,2966.96,0.163,213.8,2,4,0.0721
1520,02/13/2022 06:00,02/18/2022 06:00,Same Day,Advance shipping,0,SUSPECTED_FRAUD,85768,Consumer,India,Africa,Africa,Sports,9336,14,3985.31,0.009,19.91,3,5,0.005
1521,02/13/2022 08:00,02/16/2022 08:00,Standard Class,Advance shipping,0,PENDING,97705,Consumer,France,Africa,Pacific Asia,Electronics,507,29,6338.1,0.027,2006.21,5,3,0.3165
1522,02/13/2022 10:00,02/15/2022 10:00,Second Class,Advance shipping,0,CLOSED,58664,Consumer,United States,Africa,Africa,Electronics,7895,47,5086.45,0.158,1022.44,4,2,0.201
1523,02/13/2022 12:00,02/15/2022 12:00,Standard Class,Late delivery,1,CANCELED,35110,Consumer,Brazil,Pacific Asia,Africa,Books,1730,36,6203.07,0.208,-231.29,5,2,-0.0373
1524,02/13/2022 14:00,02/19/2022 14:00,Second Class,Late delivery,1,COMPLETE,65022,Home Office,India,LATAM,Africa,Electronics,1232,44,13772.47,0.075,2126.47,6,6,0.1544
1525,02/13/2022 16:00,02/16/2022 16:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,54986,Consumer,India,LATAM,Africa,Books,2927,22,2907.58,0.085,-45.59,4,3,-0.0157
1526,02/13/2022 18:00,02/16/2022 18:00,Second Class,Advance shipping,0,PENDING,28225,Corporate,India,Europe,Africa,Furniture,2762,14,5745.78,0.104,1031.37,4,3,0.1795
1527,02/13/2022 20:00,02/20/2022 20:00,Second Class,Advance shipping,0,CANCELED,75209,Corporate,United States,Europe,Pacific Asia,Electronics,3230,26,2643.14,0.351,405.95,2,7,0.1536
1528,02/13/2022 22:00,02/15/2022 22:00,First Class,Shipping on time,0,CLOSED,16935,Consumer,United States,Pacific Asia,Pacific Asia,Sports,8508,41,2760.3,0.347,-46.54,3,2,-0.0169
1529,02/14/2022 00:00,02/21/2022 00:00,Second Class,Shipping canceled,0,PROCESSING,46285,Corporate,Germany,Pacific Asia,LATAM,Sports,9055,46,18187.4,0.172,5025.98,5,7,0.2763
1530,02/14/2022 02:00,02/21/2022 02:00,Standard Class,Shipping on time,0,PENDING,72309,Consumer,India,Africa,Pacific Asia,Clothing,6954,34,12734.5,0.078,699.47,2,7,0.0549
1531,02/14/2022 04:00,02/19/2022 04:00,Same Day,Advance shipping,0,COMPLETE,92893,Corporate,India,USCA,Africa,Electronics,1547,35,5813.76,0.05,968.54,3,5,0.1666
1532,02/14/2022 06:00,02/16/2022 06:00,First Class,Advance shipping,0,CANCELED,65860,Consumer,France,Pacific Asia,Africa,Books,9459,26,10531.85,0.039,2165.51,2,2,0.2056
1533,02/14/2022 08:00,02/16/2022 08:00,First Class,Shipping on time,0,SUSPECTED_FRAUD,98132,Corporate,France,Europe,Africa,Clothing,8489,16,3451.7,0.176,1156.05,6,2,0.3349
1534,02/14/2022 10:00,02/16/2022 10:00,Standard Class,Late delivery,1,CANCELED,84908,Corporate,Brazil,Europe,LATAM,Books,854,21,3635.25,0.02,536.29,4,2,0.1475
1535,02/14/2022 12:00,02/19/2022 12:00,Standard Class,Shipping canceled,0,PROCESSING,31254,Corporate,India,LATAM,Africa,Books,3933,25,8937.96,0.15,2832.67,5,5,0.3169
1536,02/14/2022 14:00,02/16/2022 14:00,First Class,Shipping canceled,0,CLOSED,86020,Consumer,United States,LATAM,Pacific Asia,Electronics,7775,40,8557.62,0.433,786.81,5,2,0.0919
1537,02/14/2022 16:00,02/18/2022 16:00,Second Class,Late delivery,1,COMPLETE,40254,Home Office,India,Europe,LATAM,Sports,982,28,3295.36,0.228,965.46,3,4,0.293
1538,02/14/2022 18:00,02/15/2022 18:00,First Class,Late delivery,1,CLOSED,66792,Consumer,India,Africa,Europe,Electronics,856,39,7501.47,0.37,332.54,2,1,0.0443
1539,02/14/2022 20:00,02/18/2022 20:00,First Class,Late delivery,1,SUSPECTED_FRAUD,28073,Consumer,United States,LATAM,LATAM,Books,6098,2,353.91,0.058,82.46,3,4,0.233
1540,02/14/2022 22:00,02/15/2022 22:00,First Class,Advance shipping,0,PROCESSING,58451,Consumer,India,Africa,Africa,Clothing,3432,38,184.38,0.121,-2.68,2,1,-0.0145
1541,02/15/2022 00:00,02/20/2022 00:00,Standard Class,Late delivery,1,PROCESSING,71151,Home Office,Brazil,LATAM,LATAM,Electronics,4471,25,6903.79,0.426,2377.8,3,5,0.3444
1542,02/15/2022 02:00,02/16/2022 02:00,Same Day,Shipping canceled,0,PENDING,92259,Consumer,India,Europe,Europe,Clothing,7530,49,11227.71,0.173,3722.82,3,1,0.3316
1543,02/15/2022 04:00,02/17/2022 04:00,Second Class,Advance shipping,0,CANCELED,94905,Corporate,France,Europe,LATAM,Furniture,5493,24,5118.33,0.292,649.44,5,2,0.1269
1544,02/15/2022 06:00,02/17/2022 06:00,First Class,Shipping on time,0,CANCELED,82112,Home Office,India,Pacific Asia,USCA,Clothing,7138,24,4065.45,0.439,648.74,3,2,0.1596
1545,02/15/2022 08:00,02/21/2022 08:00,Same Day,Advance shipping,0,CANCELED,60283,Consumer,United States,Pacific Asia,Europe,Sports,1347,7,1461.13,0.248,276.31,2,6,0.1891
1546,02/15/2022 10:00,02/16/2022 10:00,Second Class,Shipping on time,0,SUSPECTED_FRAUD,89417,Consumer,United States,Pacific Asia,Europe,Furniture,120,40,5128.64,0.137,307.8,6,1,0.06
1547,02/15/2022 12:00,02/19/2022 12:00,First Class,Shipping canceled,0,PROCESSING,19545,Consumer,Germany,USCA,Pacific Asia,Furniture,2591,35,12942.75,0.239,2844.67,2,4,0.2198
1548,02/15/2022 14:00,02/20/2022 14:00,First Class,Late delivery,1,PENDING,99624,Home Office,Brazil,Africa,LATAM,Sports,2099,43,13111.21,0.025,3008.04,3,5,0.2294
1549,02/15/2022 16:00,02/19/2022 16:00,Second Class,Shipping on time,0,PENDING,28349,Home Office,United States,Africa,USCA,Electronics,3307,5,1599.59,0.051,255.98,3,4,0.16
1550,02/15/2022 18:00,02/20/2022 18:00,Standard Class,Shipping canceled,0,CANCELED,46315,Corporate,France,Europe,LATAM,Clothing,7807,11,2523.73,0.003,22.96,2,5,0.0091
1551,02/15/2022 20:00,02/21/2022 20:00,Second Class,Shipping on time,0,SUSPECTED_FRAUD,91681,Home Office,France,Pacific Asia,Pacific Asia,Electronics,1604,43,3817.93,0.398,1212.86,6,6,0.3177
1552,02/15/2022 22:00,02/18/2022 22:00,Second Class,Shipping canceled,0,SUSPECTED_FRAUD,74523,Home Office,United States,Africa,LATAM,Clothing,1348,3,77.16,0.302,-0.31,3,3,-0.004
1553,02/16/2022 00:00,02/22/2022 00:00,Second Class,Advance shipping,0,CANCELED,86481,Consumer,United States,Pacific Asia,LATAM,Books,2087,25,3861.49,0.134,778.74,5,6,0.2017
1554,02/16/2022 02:00,02/19/2022 02:00,Same Day,Shipping on time,0,CANCELED,71925,Consumer,United States,USCA,LATAM,Clothing,3330,20,1659.06,0.1,-14.54,2,3,-0.0088
1555,02/16/2022 04:00,02/23/2022 04:00,Standard Class,Shipping on time,0,PROCESSING,64096,Consumer,India,Pacific Asia,LATAM,Furniture,2052,47,10837.35,0.307,91.47,4,7,0.0084
1556,02/16/2022 06:00,02/20/2022 06:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,25672,Home Office,India,LATAM,Africa,Electronics,1920,42,10831.99,0.414,-452.61,2,4,-0.0418
1557,02/16/2022 08:00,02/22/2022 08:00,Second Class,Late delivery,1,COMPLETE,99658,Home Office,Brazil,USCA,Africa,Sports,5837,44,5893.97,0.135,561.96,3,6,0.0953
1558,02/16/2022 10:00,02/23/2022 10:00,Standard Class,Advance shipping,0,PENDING,67288,Home Office,Brazil,LATAM,Europe,Electronics,1203,15,2177.43,0.145,448.19,4,7,0.2058
1559,02/16/2022 12:00,02/22/2022 12:00,Same Day,Late delivery,1,CLOSED,70138,Corporate,United States,Pacific Asia,Pacific Asia,Clothing,1624,29,6017.13,0.384,954.42,6,6,0.1586
1560,02/16/2022 14:00,02/22/2022 14:00,Standard Class,Late delivery,1,CANCELED,48527,Home Office,United States,Europe,LATAM,Electronics,8381,35,1651.17,0.402,362.95,3,6,0.2198
1561,02/16/2022 16:00,02/20/2022 16:00,Same Day,Late delivery,1,PENDING,95683,Home Office,France,Europe,USCA,Furniture,280,48,13148.46,0.411,2892.76,5,4,0.22
1562,02/16/2022 18:00,02/17/2022 18:00,First Class,Shipping on time,0,PENDING,50556,Home Office,India,Europe,Europe,Electronics,707,1,160.67,0.132,0.98,2,1,0.0061
1563,02/16/2022 20:00,02/20/2022 20:00,Same Day,Late delivery,1,COMPLETE,27131,Home Office,Germany,Pacific Asia,Pacific Asia,Sports,787,48,2501.53,0.054,-67.7,3,4,-0.0271
1564,02/16/2022 22:00,02/18/2022 22:00,Same Day,Late delivery,1,COMPLETE,26212,Consumer,India,USCA,LATAM,Electronics,5406,18,1320.46,0.198,264.28,5,2,0.2001
1565,02/17/2022 00:00,02/24/2022 00:00,Standard Class,Late delivery,1,CLOSED,72856,Home Office,France,Europe,LATAM,Books,6977,7,2832.46,0.133,598.47,4,7,0.2113
1566,02/17/2022 02:00,02/19/2022 02:00,Same Day,Advance shipping,0,SUSPECTED_FRAUD,77025,Home Office,France,USCA,USCA,Furniture,6956,31,2376.05,0.398,410.3,4,2,0.1727
1567,02/17/2022 04:00,02/19/2022 04:00,Standard Class,Advance shipping,0,PENDING,28538,Consumer,India,USCA,Pacific Asia,Clothing,6931,39,12772.3,0.016,616.97,5,2,0.0483
1568,02/17/2022 06:00,02/19/2022 06:00,Second Class,Advance shipping,0,PENDING,72813,Home Office,Germany,Europe,LATAM,Sports,670,7,411.91,0.285,112.99,2,2,0.2743
1569,02/17/2022 08:00,02/22/2022 08:00,Standard Class,Advance shipping,0,PENDING,99781,Corporate,Brazil,Europe,USCA,Clothing,3510,2,119.68,0.408,-2.36,5,5,-0.0197
1570,02/17/2022 10:00,02/21/2022 10:00,Standard Class,Advance shipping,0,SUSPECTED_FRAUD,57905,Consumer,Brazil,USCA,Africa,Sports,6370,44,10847.02,0.44,2201.13,6,4,0.2029
1571,02/17/2022 12:00,02/24/2022 12:00,First Class,Shipping canceled,0,CANCELED,97341,Home Office,Brazil,Pacific Asia,Europe,Furniture,6851,46,2545.82,0.293,-4.67,5,7,-0.0018
1572,02/17/2022 14:00,02/20/2022 14:00,First Class,Shipping on time,0,CANCELED,24104,Consumer,Brazil,Europe,Pacific Asia,Books,3406,8,65.46,0.427,13.86,3,3,0.2117
1573,02/17/2022 16:00,02/19/2022 16:00,Second Class,Advance shipping,0,PENDING,46262,Corporate,India,USCA,Pacific Asia,Electronics,8481,45,11002.69,0.034,1288.31,3,2,0.1171
1574,02/17/2022 18:00,02/18/2022 18:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,60117,Home Office,Germany,Pacific Asia,Pacific Asia,Furniture,8351,45,16292.61,0.162,3865.28,6,1,0.2372
1575,02/17/2022 20:00,02/18/2022 20:00,First Class,Advance shipping,0,PENDING,42220,Consumer,France,Africa,LATAM,Sports,7678,49,8119.52,0.004,-236.47,5,1,-0.0291
1576,02/17/2022 22:00,02/20/2022 22:00,Same Day,Shipping on time,0,SUSPECTED_FRAUD,19011,Consumer,Germany,Africa,USCA,Electronics,7996,11,420.08,0.442,72.27,6,3,0.172
1577,02/18/2022 00:00,02/25/2022 00:00,First Class,Late delivery,1,SUSPECTED_FRAUD,51241,Home Office,France,LATAM,USCA,Books,9753,29,8461.41,0.406,67.28,6,7,0.008
1578,02/18/2022 02:00,02/22/2022 02:00,Same Day,Late delivery,1,CANCELED,40543,Home Office,United States,LATAM,Europe,Sports,7958,49,16442.94,0.013,3666.0,4,4,0.223
1579,02/18/2022 04:00,02/25/2022 04:00,Standard Class,Late delivery,1,SUSPECTED_FRAUD,28342,Corporate,France,Europe,USCA,Sports,5895,45,19020.66,0.008,-38.38,2,7,-0.002
1580,02/18/2022 06:00,02/19/2022 06:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,43511,Corporate,Germany,Pacific Asia,USCA,Clothing,4046,30,9451.62,0.165,-194.39,3,1,-0.0206
1581,02/18/2022 08:00,02/19/2022 08:00,Second Class,Late delivery,1,CANCELED,47622,Home Office,Germany,USCA,LATAM,Sports,3683,10,3099.57,0.116,729.17,3,1,0.2352
1582,02/18/2022 10:00,02/24/2022 10:00,Standard Class,Shipping on time,0,PROCESSING,89507,Home Office,France,Africa,Pacific Asia,Clothing,8242,5,604.64,0.381,-14.87,6,6,-0.0246
1583,02/18/2022 12:00,02/19/2022 12:00,First Class,Shipping on time,0,CANCELED,54236,Home Office,Brazil,Africa,Europe,Books,3029,13,1997.2,0.072,79.51,3,1,0.0398
1584,02/18/2022 14:00,02/19/2022 14:00,Standard Class,Shipping canceled,0,CANCELED,47400,Consumer,France,Europe,LATAM,Books,6336,4,927.08,0.356,259.48,3,1,0.2799
1585,02/18/2022 16:00,02/21/2022 16:00,Standard Class,Shipping canceled,0,CLOSED,45028,Corporate,Brazil,Pacific Asia,LATAM,Electronics,5076,10,2698.27,0.25,738.99,6,3,0.2739
1586,02/18/2022 18:00,02/25/2022 18:00,First Class,Late delivery,1,CANCELED,63861,Home Office,France,USCA,USCA,Electronics,3848,4,1578.79,0.17,460.45,2,7,0.2916
1587,02/18/2022 20:00,02/23/2022 20:00,Same Day,Shipping on time,0,PENDING,34802,Consumer,India,Europe,Europe,Sports,4562,38,10168.1,0.066,817.92,5,5,0.0804
1588,02/18/2022 22:00,02/19/2022 22:00,Standard Class,Shipping on time,0,PENDING,88729,Corporate,Brazil,LATAM,LATAM,Clothing,898,29,2410.27,0.449,388.58,4,1,0.1612
1589,02/19/2022 00:00,02/25/2022 00:00,First Class,Advance shipping,0,PENDING,47686,Consumer,Germany,Africa,Pacific Asia,Electronics,7122,26,4642.69,0.278,1204.03,6,6,0.2593
1590,02/19/2022 02:00,02/25/2022 02:00,Standard Class,Shipping on time,0,COMPLETE,48317,Home Office,Germany,Europe,USCA,Clothing,761,40,9905.98,0.198,47.49,4,6,0.0048
1591,02/19/2022 04:00,02/25/2022 04:00,Second Class,Advance shipping,0,SUSPECTED_FRAUD,15748,Home Office,Brazil,LATAM,USCA,Books,830,21,3782.51,0.167,906.88,4,6,0.2398
1592,02/19/2022 06:00,02/26/2022 06:00,Same Day,Shipping canceled,0,PENDING,89532,Consumer,Germany,USCA,USCA,Sports,2588,20,4695.86,0.408,-51.68,6,7,-0.011
1593,02/19/2022 08:00,02/21/2022 08:00,Second Class,Late delivery,1,PROCESSING,52403,Corporate,India,Europe,LATAM,Furniture,5359,11,2040.05,0.37,643.23,6,2,0.3153
1594,02/19/2022 10:00,02/26/2022 10:00,Same Day,Shipping canceled,0,CLOSED,22281,Consumer,United States,Pacific Asia,LATAM,Sports,3065,22,135.09,0.365,27.68,5,7,0.2049
1595,02/19/2022 12:00,02/22/2022 12:00,Same Day,Late delivery,1,CLOSED,25427,Home Office,India,LATAM,Pacific Asia,Clothing,8813,9,1867.96,0.277,275.19,5,3,0.1473
1596,02/19/2022 14:00,02/25/2022 14:00,First Class,Late delivery,1,PENDING,42835,Consumer,India,LATAM,LATAM,Electronics,9281,29,5544.16,0.4,797.76,6,6,0.1439
1597,02/19/2022 16:00,02/24/2022 16:00,Second Class,Shipping canceled,0,PROCESSING,80245,Corporate,France,LATAM,Europe,Clothing,3993,49,19414.45,0.135,437.7,6,5,0.0225
