Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio,Product Description,Order Zipcode,Sales_copy,Sales_copy2
1353.0,01/30/2022 08:00,01/31/2022 08:00,UNKNOWN,Shipping on time,0,CLOSED,,Consumer,,Africa,Pacific Asia,,9436.0,14.0,255.31,0.119,25.43,3,1,0.0996,,,255.33751369869566,255.29696738946308
1354.0,01/30/2022 10:00,02/05/2022 10:00,,,0,SUSPECTED_FRAUD,10502.0,,Germany,,,Sports,2525.0,30.0,3501.02,0.196,1127.99,6,6,0.3222,,,3501.371726372386,3500.6892890784634
1355.0,01/30/2022 12:00,02/05/2022 12:00,Sea,???,0,,87441.0,Home Office,,,Africa,,,855041.0,9116.61,,,6,6,0.0291,,,9117.526056396991,9115.69833653179
1356.0,01/30/2022 14:00,02/01/2022 14:00,Second Class,,0,,,,,,,,,33.0,6998.29,0.064,2371.92,4,2,0.3389,,,6998.984654953397,6997.58849897922
1357.0,01/30/2022 16:00,02/03/2022 16:00,,,0,COMPLETE,,Consumer,United States,,LATAM,,,45.0,12672.68,,,6,4,0.1584,,,12673.948913561544,12671.413088076688
1358.0,01/30/2022 18:00,02/05/2022 18:00,Road,Returned,0,CLOSED,60453.0,Consumer,Brazil,LATAM,,,,41.0,36138099.42,0.088,1080.68,3,6,0.2571,,,36141713.224447414,36134485.60311776
1359.0,01/30/2022 20:00,01/03/2022 20:00,N/A,Pending,0,,,Consumer,,,,Sports,,16.0,2850.7,0.448,97.49,5,7,0.0342,,,2850.9711929840655,2850.426533466328
1360.0,01/30/2022 22:00,02/06/2022 22:00,Sea,Late delivery,0,,78337.0,,,Europe,Pacific Asia,,,-254.0,-292946.04,,16.61,6,7,0.0032,,,-292975.33579857275,-292916.7359381155
,01/31/2022 00:00,01/11/2022 00:00,Air,,0,,,Home Office,,Europe,,,,17.0,,0.053,282.52,2,1,0.0433,,,,
1362.0,01/31/2022 02:00,02/06/2022 02:00,Standard Class,Shipping on time,0,,95489.0,,France,,,,,9.0,2235.87,,556.57,4,6,0.2489,,,2236.0835846448927,2235.6431171568274
,01/31/2022 04:00,02/01/2022 04:00,,,0,,74852.0,Home Office,,Pacific Asia,Pacific Asia,Sports,9756.0,28.0,16128514.26,,,2,1,-0.0497,,,16130127.108164748,16126901.412400898
1364.0,01/31/2022 06:00,02/05/2022 06:00,Air,Delivered,0,,,,France,,,,,-121.0,-111052.04,0.084,83.66,4,5,0.2259,,,-111063.13955601928,-111040.92301647404
1365.0,01/31/2022 08:00,02/05/2022 08:00,Standard Class,Delivered,0,COMPLETE,,,Germany,Africa,,,1573.0,6.0,21919773.39,0.134,-13.04,3,5,-0.009,,,21921965.37428779,21917581.41705254
1366.0,01/31/2022 10:00,02/07/2022 10:00,Same Day,,0,,,,India,,,,,7.0,1410.29,,303.39,2,7,0.2151,,,1410.4388684240746,1410.154661880852
1367.0,01/31/2022 12:00,02/05/2022 12:00,First Class,Returned,0,,30639.0,,,,,Books,3471.0,37.0,13643.17,,966.7,6,5,0.0709,,,13644.524430004827,13641.809924695925
1368.0,01/31/2022 14:00,02/04/2022 14:00,Road,Returned,0,COMPLETE,,,,,,Furniture,,740677.0,6307.36,0.124,1957.56,3,4,0.3104,,,6308.013459753171,6306.731358489903
1369.0,01/31/2022 16:00,02/05/2022 16:00,Standard Class,Pending,0,,71891.0,Consumer,,LATAM,,Furniture,,15.0,,,26314856.75,5,5,0.0757,,,,
1370.0,01/31/2022 18:00,01/28/2022 18:00,Road,,0,,28604.0,Corporate,,,,,,30.0,15851779.54,0.368,2740.5,2,1,0.3143,,,15853364.716237359,15850194.370043982
,01/31/2022 20:00,02/01/2022 20:00,Same Day,???,0,,,,,LATAM,,,,762375.0,2371.04,0.128,420.02,3,1,0.1771,,,2371.2541621318182,2370.806226272138
1372.0,01/31/2022 22:00,02/06/2022 22:00,UNKNOWN,,0,COMPLETE,,,France,Africa,,,,39.0,5820.98,0.137,216.54,2,6,0.0372,,,5821.552287352771,5820.395920386322
,02/01/2022 00:00,01/19/2022 00:00,UNKNOWN,,0,,,Corporate,United States,Europe,Europe,,5000.0,23.0,,0.195,887.45,5,4,0.2904,,,,
,02/01/2022 02:00,02/07/2022 02:00,Second Class,Shipping on time,0,,50668.0,,,,,Furniture,,40.0,1617.02,0.357,,3,6,0.0701,,,1617.1944178822446,1616.842553561556
1375.0,02/01/2022 04:00,02/05/2022 04:00,,,0,,82372.0,,Brazil,USCA,Pacific Asia,Sports,4744.0,748049.0,3264.49,,,6,4,0.1944,,,3264.8333918509707,3264.1725055972956
1376.0,02/01/2022 06:00,01/04/2022 06:00,N/A,,0,,35035.0,Home Office,India,,USCA,,,131614.0,6326.34,0.039,,4,7,0.1677,,,6326.9750298159515,6325.702631366483
,02/01/2022 08:00,01/13/2022 08:00,UNKNOWN,,0,,79148.0,,,,USCA,,1440.0,10.0,688.01,0.207,181.93,2,3,0.2644,,,688.0741034212233,687.9248390209809
,02/01/2022 10:00,02/04/2022 10:00,First Class,,0,CLOSED,36889.0,,,,,,,959472.0,,,4.37,5,3,0.0523,,,,
1379.0,02/01/2022 12:00,02/03/2022 12:00,,Returned,0,PENDING,18648.0,Home Office,Germany,Africa,Pacific Asia,Clothing,1840.0,38.0,,,0.11,6,2,0.0002,,,,
,02/01/2022 14:00,02/03/2022 14:00,Sea,Delivered,0,SUSPECTED_FRAUD,40797.0,,Brazil,,LATAM,Electronics,,37.0,7209.76,0.018,,5,2,0.3151,,,7210.462730858087,7209.05956913104
,02/01/2022 16:00,01/11/2022 16:00,Road,Delivered,0,,47709.0,,Brazil,Africa,,Furniture,,44.0,9251.81,,,5,1,0.0749,,,9252.728514796245,9250.90323591178
1382.0,02/01/2022 18:00,01/14/2022 18:00,Same Day,,0,,,Home Office,,,LATAM,,,4.0,341.24,0.226,67.83,6,1,0.1988,,,341.27092666087566,341.20038323525927
,02/01/2022 20:00,02/02/2022 20:00,N/A,Delivered,0,,75506.0,,,LATAM,Africa,,964.0,45.0,18981.1,0.074,5663.53,2,1,0.2984,,,18983.000246544703,18979.19599179546
1384.0,02/01/2022 22:00,02/04/2022 22:00,N/A,Returned,0,,73514.0,Consumer,,LATAM,Africa,,,44.0,3348.84,,,3,3,-0.0176,,,3349.172980722863,3348.5012832540106
1385.0,02/02/2022 00:00,01/12/2022 00:00,Same Day,Delivered,0,PROCESSING,59738.0,Consumer,,,,Clothing,,28.0,3744.22,0.037,250.08,5,4,0.0668,,,3744.589853031294,3743.847771021185
1386.0,02/02/2022 02:00,02/08/2022 02:00,Air,Late delivery,0,,45510.0,,,,,Electronics,,208384.0,3235.65,0.2,-53.64,5,6,-0.0166,,,3235.9685528843015,3235.345875787752
1387.0,02/02/2022 04:00,02/08/2022 04:00,Air,Delivered,0,SUSPECTED_FRAUD,15231.0,,Brazil,,,,,8.0,419.44,,133.65,2,6,0.3186,,,419.4805466446096,419.4077151697317
1388.0,02/02/2022 06:00,02/06/2022 06:00,Road,Late delivery,0,,74629.0,Home Office,,,USCA,,,312554.0,14706.75,0.08,4797.97,2,4,0.3262,,,14708.23158198348,14705.28599011084
1389.0,02/02/2022 08:00,01/26/2022 08:00,N/A,,0,SUSPECTED_FRAUD,40319.0,,,,LATAM,,,38.0,,0.265,3136.8,4,5,0.3121,,,,
1390.0,02/02/2022 10:00,02/04/2022 10:00,,,0,CLOSED,62411.0,Corporate,,Africa,,,715.0,31.0,3968.74,0.167,380.57,3,2,0.0959,,,3969.1302331594525,3968.3241375858393
1391.0,02/02/2022 12:00,02/01/2022 12:00,,???,0,,38663.0,Consumer,,USCA,,,,11.0,15106823.85,,16888236.67,2,2,0.1418,,,15108334.52906559,15105313.14845353
1392.0,02/02/2022 14:00,02/04/2022 14:00,UNKNOWN,Delivered,0,,30438.0,,,Europe,Pacific Asia,,,28.0,6336.96,0.291,,4,2,0.3156,,,6337.61330198821,6336.3187110338495
1393.0,02/02/2022 16:00,02/06/2022 16:00,,Returned,0,,63025.0,,,Europe,,,,8.0,2586.6,0.162,786.41,3,4,0.304,,,2586.8526652860046,2586.3292903893266
,02/02/2022 18:00,02/05/2022 18:00,Sea,,0,,38912.0,Home Office,France,,,,,26.0,35681200.26,,-161.31,6,3,-0.0454,,,35684768.38654473,35677632.12346508
,02/02/2022 20:00,01/24/2022 20:00,,???,0,,48257.0,,Germany,Africa,,Books,,44.0,,,41215405.69,6,2,0.0216,,,,
1396.0,02/02/2022 22:00,02/06/2022 22:00,,,0,CANCELED,93154.0,,,Africa,,,6448.0,46.0,35196180.06,0.443,,2,4,0.1133,,,35199699.6782509,35192660.43976277
1397.0,02/03/2022 00:00,02/04/2022 00:00,Same Day,Delivered,0,,32874.0,,India,,,Clothing,2236.0,-275.0,-291819.75,0.335,1265.8,6,1,0.2503,,,-291848.93845540547,-291790.57646489196
1398.0,02/03/2022 02:00,02/09/2022 02:00,,Late delivery,0,,47956.0,Consumer,,Africa,,Sports,,18.0,6017.5,0.321,39595298.22,3,6,0.1033,,,6018.083006209241,6016.885458422479
1399.0,02/03/2022 04:00,02/09/2022 04:00,,???,0,,39988.0,Corporate,Germany,USCA,,,9425.0,17.0,727.5,0.443,23.62,2,6,0.0325,,,727.578811486492,727.4346684901672
,02/03/2022 06:00,01/12/2022 06:00,,,0,,20189.0,,,Pacific Asia,,,,39.0,2610.98,0.069,734.86,2,7,0.2814,,,2611.243387958412,2610.718364071128
1401.0,02/03/2022 08:00,02/05/2022 08:00,UNKNOWN,Shipping canceled,0,COMPLETE,,,,Europe,Africa,,4600.0,620749.0,,0.21,21.33,3,2,0.0864,,,,
1402.0,02/03/2022 10:00,02/08/2022 10:00,Road,???,0,,,,United States,,USCA,Furniture,,18.0,,,,4,5,-0.0046,,,,
1403.0,02/03/2022 12:00,01/20/2022 12:00,Sea,,0,,,Home Office,,,LATAM,,,28.0,4749.75,0.384,22253281.26,6,6,0.2034,,,4750.226379699635,4749.293838416053
1404.0,02/03/2022 14:00,01/18/2022 14:00,First Class,Pending,0,CLOSED,40802.0,,,,,,,3.0,569.21,,168.41,3,3,0.2959,,,569.259202666697,569.1634035086879
1405.0,02/03/2022 16:00,02/10/2022 16:00,,Delivered,0,COMPLETE,70545.0,,,,USCA,Sports,,40.0,5953.82,,1075.84,5,7,0.1807,,,5954.4011227172205,5953.225217567548
1406.0,02/03/2022 18:00,01/08/2022 18:00,Second Class,,0,,,,,Pacific Asia,Europe,,,19.0,836.74,,291.64,2,2,0.3485,,,836.8193842283283,836.6601050781824
,02/03/2022 20:00,02/05/2022 20:00,UNKNOWN,,0,,,Corporate,United States,,,,,41.0,11157.61,0.315,3343.1,6,2,0.2996,,,11158.740077267654,11156.489806892547
1408.0,02/03/2022 22:00,01/08/2022 22:00,Standard Class,,0,CANCELED,,,United States,,,,987.0,474634.0,1305.43,0.278,62.5,4,4,0.0479,,,1305.5673166625293,1305.296770117116
,02/04/2022 00:00,02/07/2022 00:00,Second Class,,0,,,Corporate,Brazil,,,Clothing,8755.0,2.0,662.95,0.262,,4,3,0.0817,,,663.020148813336,662.872362454171
1410.0,02/04/2022 02:00,01/14/2022 02:00,Second Class,,0,,11148.0,,Brazil,,,,,22.0,,0.406,92.59,4,5,0.0283,,,,
,02/04/2022 04:00,02/10/2022 04:00,,Delivered,0,SUSPECTED_FRAUD,,,United States,Africa,USCA,,,251760.0,37215367.82,,,5,6,0.1731,,,37219089.3483081,37211646.28812852
1412.0,02/04/2022 06:00,01/09/2022 06:00,Road,,0,PENDING,62619.0,,,Pacific Asia,Africa,Electronics,,5.0,1333.97,0.423,281.22,5,3,0.2108,,,1334.0985963872602,1333.850898523478
1413.0,02/04/2022 08:00,02/10/2022 08:00,Air,,0,PENDING,25367.0,Consumer,,,,Electronics,,7.0,11556491.1,,385.44,3,6,0.2499,,,11557646.749767486,11555335.454396483
1414.0,02/04/2022 10:00,02/07/2022 10:00,Same Day,Shipping canceled,0,,,,,,,,,39.0,15402.78,0.012,2493.18,6,3,0.1619,,,15404.319675201901,15401.249473191874
1415.0,02/04/2022 12:00,01/12/2022 12:00,,Returned,0,,71782.0,,,,LATAM,,,6.0,199.12,,,2,1,-0.001,,,199.129318767622,199.07953952694373
1416.0,02/04/2022 14:00,02/10/2022 14:00,,Pending,0,,,Home Office,,,LATAM,Electronics,,29.0,20574861.11,0.419,53.26,6,6,0.0502,,,20576918.58496877,20572803.628707774
1417.0,02/04/2022 16:00,02/08/2022 16:00,,Delivered,0,,,,France,,,,,3.0,,0.425,44670567.2,5,4,0.1373,,,,
1418.0,02/04/2022 18:00,01/28/2022 18:00,Air,???,0,,93072.0,,,,,Furniture,,2.0,37.66,0.376,,2,5,0.0576,,,37.65883626484317,37.64849118601847
1419.0,02/04/2022 20:00,02/07/2022 20:00,Standard Class,Delivered,0,,23395.0,Home Office,,,,Furniture,5509.0,20.0,,0.125,-185.76,4,3,-0.0297,,,,
1420.0,02/04/2022 22:00,01/09/2022 22:00,,Shipping canceled,0,,33506.0,,,Africa,USCA,,966.0,32.0,21854086.23,0.129,1015.76,3,4,0.3058,,,21856271.63666726,21851900.834715147
1421.0,02/05/2022 00:00,02/11/2022 00:00,,Advance shipping,0,,38567.0,,,,,Electronics,,30.0,3098.13,0.148,491.15,2,6,0.1585,,,3098.4538108902316,3097.8244432087495
1422.0,02/05/2022 02:00,02/09/2022 02:00,,,0,,,Home Office,,,,Sports,,47.0,7737.2,0.102,1455.46,6,4,0.1881,,,7737.969182609139,7736.423006568814
,02/05/2022 04:00,02/07/2022 04:00,,Pending,0,,63904.0,Corporate,Brazil,,,,5464.0,3.0,820.19,,,6,2,-0.009,,,820.2768899353683,820.126346631866
1424.0,02/05/2022 06:00,02/09/2022 06:00,Sea,,0,,,,,Africa,,,8464.0,4.0,1083.12,,340.34,4,4,0.3142,,,1083.2177323124424,1083.0119365754708
1425.0,02/05/2022 08:00,02/06/2022 08:00,,,0,COMPLETE,42323.0,Consumer,,Africa,,,,-105.0,-49799.81,0.12,3718.68,2,1,0.295,,,-49804.77613763728,-49794.81485170706
1426.0,02/05/2022 10:00,02/07/2022 10:00,Sea,Pending,0,,,,,,,Books,2230.0,18.0,4607.67,0.348,489.48,3,2,0.1062,,,4608.148341738074,4607.205360802731
1427.0,02/05/2022 12:00,02/01/2022 12:00,Road,Pending,0,,54022.0,Consumer,,USCA,Europe,Electronics,,11.0,3290.7,0.282,96.39,5,7,0.0293,,,3291.025159489067,3290.3713113482386
1428.0,02/05/2022 14:00,02/12/2022 14:00,,Late delivery,0,,,Home Office,,,,,,-25.0,-73370.57,0.171,,4,7,0.2678,,,-73377.91958754424,-73363.21810202248
1429.0,02/05/2022 16:00,01/19/2022 16:00,Same Day,Shipping canceled,0,,50924.0,Consumer,,,Europe,,,16.0,4440.78,0.411,797.93,4,7,0.1797,,,4441.206794444592,4440.326142312804
1430.0,02/05/2022 18:00,01/30/2022 18:00,Sea,Delivered,0,,,Home Office,Brazil,Europe,Europe,,,237378.0,302.28,0.25,85.43,6,1,0.2826,,,302.3120648507809,302.27346375597324
1431.0,02/05/2022 20:00,02/12/2022 20:00,Sea,Pending,0,,18451.0,,,LATAM,,,,1.0,,0.283,28.97,2,7,0.1427,,,,
1432.0,02/05/2022 22:00,02/07/2022 22:00,Air,Returned,0,CANCELED,41589.0,Consumer,United States,Africa,,,5291.0,46.0,,,5639.63,6,2,0.3065,,,,
,02/06/2022 00:00,02/08/2022 00:00,,Returned,0,,50871.0,,,,,,6754.0,-422.0,-410320.76,0.283,30387444.47,6,2,0.2365,,,-410361.789118123,-410279.72254469624
1434.0,02/06/2022 02:00,02/10/2022 02:00,,Pending,0,,91634.0,Home Office,,Europe,,,,49.0,10191.67,0.186,,3,4,0.0909,,,10192.6823661323,10190.63960627177
,02/06/2022 04:00,02/09/2022 04:00,Road,,0,,20285.0,Consumer,,,LATAM,Electronics,1552.0,10.0,1820.8,,458.74,6,3,0.2519,,,1820.9911953843575,1820.602635166195
1436.0,02/06/2022 06:00,01/14/2022 06:00,,Late delivery,0,,43909.0,Home Office,,,Africa,Electronics,,479160.0,4071.9,0.02,,3,4,0.0786,,,4072.286290164563,4071.4800239561355
,02/06/2022 08:00,02/13/2022 08:00,,Delivered,0,CANCELED,,Home Office,,,,Sports,7171.0,4.0,,,,5,7,0.1217,,,,
,02/06/2022 10:00,02/11/2022 10:00,,Pending,0,,51294.0,Consumer,,Pacific Asia,Europe,,,23.0,7263.47,0.03,797.89,5,5,0.1098,,,7264.197170470412,7262.750527132967
,02/06/2022 12:00,02/09/2022 12:00,Same Day,Late delivery,0,PENDING,,Corporate,Brazil,,Pacific Asia,,,48.0,,0.419,1113.31,6,3,0.1173,,,,
1440.0,02/06/2022 14:00,02/13/2022 14:00,,Late delivery,0,,68296.0,Home Office,,,,,,49.0,9502.79,0.189,,2,7,0.2403,,,9503.734887853274,9501.834290763778
1441.0,02/06/2022 16:00,02/11/2022 16:00,UNKNOWN,,0,CLOSED,12875.0,,,,,,,19.0,512.9,0.063,,4,5,0.0483,,,512.9497882551777,512.8423067404475
1442.0,02/06/2022 18:00,02/09/2022 18:00,Road,Shipping on time,1,,63425.0,Consumer,,,USCA,,,3.0,29842548.09,0.334,45.16,6,3,0.0793,,,29845532.339620855,29839563.833117053
1443.0,02/06/2022 20:00,02/07/2022 20:00,,Pending,0,SUSPECTED_FRAUD,88841.0,,,,,Books,,34.0,,0.397,177.9,2,1,0.1549,,,,
,02/06/2022 22:00,02/08/2022 22:00,,Advance shipping,0,PROCESSING,,,,Pacific Asia,LATAM,,,16.0,22674488.7,0.349,145.32,2,2,0.0607,,,22676756.156321723,22672221.246541366
1445.0,02/07/2022 00:00,02/09/2022 00:00,,Delivered,0,,81294.0,Consumer,France,,,,,43.0,10618.24,0.383,33.79,2,2,0.0032,,,10619.293381795382,10617.16794656113
1446.0,02/07/2022 02:00,01/17/2022 02:00,Standard Class,???,0,SUSPECTED_FRAUD,72104.0,,Germany,USCA,,,849.0,4.0,33927265.4,0.381,41594444.93,4,1,0.2313,,,33930658.133782975,33923872.66519834
1447.0,02/07/2022 04:00,01/10/2022 04:00,Road,???,0,,,Home Office,India,,,,,5.0,1276.08,0.445,241.13,4,7,0.189,,,1276.1956091162035,1275.9606972655174
,02/07/2022 06:00,01/29/2022 06:00,,Pending,0,,,Home Office,,,,,,-499.0,-53924.33,0.164,3613.56,5,1,0.3285,,,-53929.72494174392,-53918.94446738953
1449.0,02/07/2022 08:00,02/14/2022 08:00,UNKNOWN,Delivered,0,,98022.0,,France,,,,,32.0,,,,4,7,0.247,,,,
1450.0,02/07/2022 10:00,02/13/2022 10:00,Same Day,Late delivery,0,,57654.0,Home Office,,,,Clothing,1848.0,32.0,3609.39,0.05,,6,6,0.1788,,,3609.746264841268,3609.030214046894
1451.0,02/07/2022 12:00,02/08/2022 12:00,,Returned,0,,35125.0,,,Europe,,,303.0,27.0,24936096.14,0.386,39.39,2,1,0.0567,,,24938589.74477588,24933602.549521584
,02/07/2022 14:00,02/11/2022 14:00,,,0,,55500.0,,France,,,,1600.0,63612.0,10931.81,,,5,4,0.0298,,,10932.905114205949,10930.718361426349
1453.0,02/07/2022 16:00,02/08/2022 16:00,UNKNOWN,,0,,53088.0,,Brazil,Pacific Asia,,Clothing,,34.0,36983536.49,0.127,171.23,4,1,0.1594,,,36987234.81318085,36979838.14215355
1454.0,02/07/2022 18:00,02/09/2022 18:00,,Returned,0,,24821.0,,,,,Books,4546.0,10.0,,0.277,305.84,4,2,0.1343,,,,
1455.0,02/07/2022 20:00,02/09/2022 20:00,N/A,Late delivery,0,,,,,,Europe,Clothing,,40.0,13420.13,0.11,30779240.48,4,2,0.112,,,13421.468110531536,13418.774226884456
1456.0,02/07/2022 22:00,02/12/2022 22:00,Sea,Returned,0,PROCESSING,73980.0,,France,,Africa,Furniture,,-356.0,-450681.05,,,5,5,0.1266,,,-450726.1203444176,-450635.96287328197
,02/08/2022 00:00,01/23/2022 00:00,,Shipping on time,0,,42486.0,Corporate,,,,,2279.0,9.0,1734.48,0.003,,5,2,0.0349,,,1734.6555492642924,1734.3156949502845
1458.0,02/08/2022 02:00,02/14/2022 02:00,N/A,,0,,99197.0,Consumer,,LATAM,,Electronics,,35.0,20795981.01,,,6,6,0.1183,,,20798060.6076816,20793901.399000622
1459.0,02/08/2022 04:00,02/13/2022 04:00,UNKNOWN,,1,,,,Germany,,,,,34.0,10329.41,,-354.49,3,5,-0.0343,,,10330.455151896214,10328.383539610764
1460.0,02/08/2022 06:00,02/15/2022 06:00,N/A,???,0,SUSPECTED_FRAUD,36173.0,Consumer,,Pacific Asia,,,7473.0,14.0,,0.129,1057.3,2,7,0.1742,,,,
,02/08/2022 08:00,02/12/2022 08:00,Second Class,,0,,28277.0,Corporate,,,,,,10.0,2839.88,0.415,490.62,2,4,0.1728,,,2840.162927800538,2839.6121149094693
1462.0,02/08/2022 10:00,02/11/2022 10:00,,,0,CANCELED,,,,,Africa,Furniture,,44.0,1359.14,,,5,3,0.2168,,,1359.269324343626,1358.9955143066938
1463.0,02/08/2022 12:00,02/14/2022 12:00,,Pending,0,,,Home Office,India,,Africa,,,42.0,10926.61,0.236,2573.38,2,6,0.2355,,,10927.715141342109,10925.515802373387
1464.0,02/08/2022 14:00,01/21/2022 14:00,Road,Shipping on time,0,,94552.0,,,,Africa,,,10.0,2836.61,,34614679.98,5,5,0.2196,,,2836.8910612989157,2836.321254445924
,02/08/2022 16:00,02/10/2022 16:00,Air,Delivered,0,CLOSED,,,,,,,,34.0,26612518.24,0.185,3501.31,2,2,0.2715,,,26615179.48544632,26609856.9903662
,02/08/2022 18:00,02/10/2022 18:00,,,1,,46978.0,,,,Africa,,,6.0,1620.73,0.072,,6,2,0.0032,,,1620.9001576609855,1620.5639905739022
1467.0,02/08/2022 20:00,02/13/2022 20:00,,Pending,0,,83981.0,,,,Europe,Books,,45.0,7821.51,,2381.37,6,5,0.3045,,,7822.292320498662,7820.73499690511
,02/08/2022 22:00,02/15/2022 22:00,,Delivered,0,,72302.0,,,,,Sports,,-46.0,-496337.59,0.26,248.04,3,7,0.1054,,,-496387.2152667501,-496287.9701539584
1469.0,02/09/2022 00:00,02/13/2022 00:00,,,0,,,,,,,,5065.0,9.0,3424.6,0.11,742.06,6,4,0.2167,,,3424.9353696472335,3424.2592581824847
,02/09/2022 02:00,02/16/2022 02:00,Standard Class,,0,,52396.0,,,USCA,Africa,,6604.0,-30.0,-22045.54,,-13.79,6,7,-0.0018,,,-22047.747373520688,-22043.34942049506
1471.0,02/09/2022 04:00,02/13/2022 04:00,UNKNOWN,Delivered,1,,66829.0,,,,,Books,,48.0,1727.72,0.136,13172273.26,6,4,0.0397,,,1727.9012106475527,1727.5589148645356
1472.0,02/09/2022 06:00,02/14/2022 06:00,Same Day,???,0,,60638.0,Home Office,Brazil,,,,,35.0,11541.79,0.294,31660372.05,5,5,0.3223,,,11542.922075118106,11540.633195303579
1473.0,02/09/2022 08:00,02/12/2022 08:00,,Returned,0,,,,,Pacific Asia,Europe,,598.0,44.0,,,42.12,3,3,0.005,,,,
1474.0,02/09/2022 10:00,02/14/2022 10:00,Standard Class,,0,,40052.0,,India,Pacific Asia,,,,816536.0,21168087.88,,312.34,3,5,0.1361,,,21170204.69890208,21165971.07949502
,02/09/2022 12:00,02/10/2022 12:00,First Class,,0,,99035.0,,France,,,,7984.0,15.0,2363.81,0.336,-28.81,3,1,-0.0122,,,2364.0438771250692,2363.5756926040654
1476.0,02/09/2022 14:00,02/14/2022 14:00,Same Day,,0,,79358.0,,,,,Electronics,9908.0,-410.0,-176223.9,0.027,,6,5,-0.0127,,,-176241.51166972617,-176206.27755615336
1477.0,02/09/2022 16:00,02/12/2022 16:00,,,0,,76664.0,,Brazil,,,Electronics,,34.0,7733.83,,2688.09,5,3,0.3476,,,7734.595991698278,7733.050632107183
1478.0,02/09/2022 18:00,02/14/2022 18:00,,Shipping on time,0,,,,,,,,,45.0,,0.339,,2,5,0.2054,,,,
,02/09/2022 20:00,02/16/2022 20:00,N/A,Returned,0,CLOSED,,,,,LATAM,Books,,27.0,,0.297,1883.09,2,7,0.2044,,,,
,02/09/2022 22:00,02/13/2022 22:00,Sea,Returned,0,,,Corporate,,Europe,Pacific Asia,Electronics,,27.0,649.92,0.255,,6,4,0.0583,,,649.968629714801,649.844959101748
1481.0,02/10/2022 00:00,02/15/2022 00:00,,,0,,31678.0,,United States,USCA,Pacific Asia,,,41.0,5475.77,0.414,59.35,4,5,0.0108,,,5476.314251493311,5475.225860276809
1482.0,02/10/2022 02:00,01/20/2022 02:00,First Class,Delivered,0,,60477.0,Corporate,,,,,6154.0,45.0,3215.54,0.252,628.78,4,6,0.1955,,,3215.856923769405,3215.2050618829603
1483.0,02/10/2022 04:00,02/12/2022 04:00,UNKNOWN,Pending,0,,86030.0,Consumer,,USCA,,,325.0,4.0,39.62,0.377,1.97,6,2,0.0497,,,39.61752926056564,39.61388825650629
1484.0,02/10/2022 06:00,02/17/2022 06:00,Road,Late delivery,0,PROCESSING,94374.0,,France,,Pacific Asia,Books,,43.0,10083.68,0.399,589.1,4,7,0.0584,,,10084.679571175033,10082.673946305344
,02/10/2022 08:00,02/14/2022 08:00,Air,Returned,0,,41586.0,,,,,Books,6543.0,20.0,14587305.22,0.354,580.14,4,4,0.1182,,,14588763.964543406,14585846.492924524
1486.0,02/10/2022 10:00,02/16/2022 10:00,Same Day,Advance shipping,0,,,,,USCA,,Electronics,8907.0,-173.0,-364059.35,0.067,418.84,6,6,0.04,,,-364095.7627437999,-364022.96708311455
1487.0,02/10/2022 12:00,01/20/2022 12:00,Second Class,???,0,,38614.0,,Brazil,,,,,22.0,8508039.12,0.349,1382.1,3,1,0.3258,,,8508889.927186273,8507188.309446769
1488.0,02/10/2022 14:00,02/13/2022 14:00,Standard Class,Delivered,0,,,,,,,,9509.0,1.0,85.03,0.354,15.41,6,3,0.1812,,,85.037245347451,85.02970219547082
1489.0,02/10/2022 16:00,02/17/2022 16:00,First Class,,0,CLOSED,36959.0,,,,,,6446.0,29.0,41349580.76,0.303,-84.27,2,7,-0.0226,,,41353715.726388864,41345445.80771048
1490.0,02/10/2022 18:00,01/26/2022 18:00,Air,Late delivery,0,,,,,,,Electronics,2428.0,49.0,12418.98,0.167,1776.23,6,4,0.143,,,12420.239234335322,12417.738535655297
1491.0,02/10/2022 20:00,02/08/2022 20:00,Road,Pending,0,,99698.0,Consumer,Brazil,Europe,Africa,Sports,,36.0,,,,2,1,0.1744,,,,
1492.0,02/10/2022 22:00,02/15/2022 22:00,Sea,,0,,23864.0,Home Office,,,,Clothing,,-287.0,-328649.54,,,4,5,0.0935,,,-328682.4102552356,-328616.6769912508
,02/11/2022 00:00,02/03/2022 00:00,Air,,0,COMPLETE,,,,,,,,2.0,612.6,0.328,,3,6,0.2996,,,612.6668695458106,612.5425399984296
1494.0,02/11/2022 02:00,02/12/2022 02:00,,Delivered,0,PENDING,92074.0,,,LATAM,USCA,,7779.0,37.0,10047.44,0.414,21876345.62,5,1,0.1583,,,10048.456557582887,10046.431541361131
1495.0,02/11/2022 04:00,02/13/2022 04:00,First Class,Shipping canceled,0,PROCESSING,30307.0,Consumer,,,,Sports,,33.0,11174.46,0.154,509.0,4,2,0.0456,,,11175.574547648579,11173.347593388857
1496.0,02/11/2022 06:00,01/17/2022 06:00,Sea,Returned,0,CLOSED,32161.0,,Brazil,Europe,,,1640.0,23.0,2574.29,0.13,428.56,5,4,0.1665,,,2574.5575451829295,2574.042056628069
