Order Id,order date (DateOrders),shipping date (DateOrders),Shipping Mode,Delivery Status,Late_delivery_risk,Order Status,Customer Id,Customer Segment,Customer Country,Market,Order Region,Category Name,Product Card Id,Order Item Quantity,Sales,Order Item Discount Rate,Benefit per order,Days for shipment (scheduled),Days for shipping (real),Order Item Profit Ratio,Product Description
1440,02/06/2022 14:00,02/13/2022 14:00,Second Class,Late delivery,0,COMPLETE,58456,Consumer,,Africa,LATAM,Electronics,6596,33,10389.26,0.271,2053.55,6,7,0.1977,Some desc
1441,02/06/2022 16:00,02/09/2022 16:00,First Class,Shipping canceled,0,PROCESSING,61782,Consumer,India,LATAM,Pacific Asia,Furniture,1881,2,453.35,0.164,17.89,2,3,0.0395,
1442,02/06/2022 18:00,02/09/2022 18:00,Standard Class,Shipping on time,0,CANCELED,75864,Consumer,,,USCA,Books,3935,19,7608.83,0.122,375.54,5,3,0.0494,Some desc
1443,02/06/2022 20:00,02/07/2022 20:00,Unknown,Advance shipping,0,CLOSED,46031,Home Office,India,Europe,USCA,Electronics,6018,45,5117.53,0.077,1011.14,2,1,0.1976,
1444,02/06/2022 22:00,02/13/2022 22:00,First Class,Advance shipping,0,CLOSED,50906,Corporate,,Europe,LATAM,Furniture,6699,11,181.82,0.108,26.17,4,7,0.1439,
1445,02/07/2022 00:00,02/09/2022 00:00,Same Day,Shipping on time,0,CANCELED,95549,Home Office,,Africa,USCA,Books,1406,25,5110.34,0.059,1715.84,2,2,0.3358,Some desc
1446,02/07/2022 02:00,02/13/2022 02:00,First Class,Late delivery,1,PROCESSING,44669,Home Office,Brazil,Pacific Asia,LATAM,Books,9709,25,2339.95,0.118,130.54,6,6,0.0558,Some desc
1447,02/07/2022 04:00,02/10/2022 04:00,Same Day,Shipping on time,0,PROCESSING,33875,Home Office,France,Africa,Europe,Books,9367,28,7385.69,0.37,2224.68,4,3,0.3012,
1448,02/07/2022 06:00,02/08/2022 06:00,Second Class,Advance shipping,0,CLOSED,11897,Consumer,Brazil,Africa,LATAM,Furniture,462,43,10067.37,0.129,1350.94,2,1,0.1342,
1449,02/07/2022 08:00,02/10/2022 08:00,Second Class,Shipping on time,0,CANCELED,11932,Corporate,Brazil,Africa,LATAM,Sports,5934,27,2363.87,0.408,9.03,2,3,0.0038,Some desc
1450,02/07/2022 10:00,02/11/2022 10:00,Second Class,Late delivery,0,PENDING,79190,Consumer,United States,LATAM,LATAM,,1516,1,910332.7,0.11,15.76,4,4,0.0456,
1451,02/07/2022 12:00,02/11/2022 12:00,Second Class,Late delivery,0,PENDING,30778,Corporate,,LATAM,LATAM,,3245,-4,2484.79,0.221,626.86,4,4,0.2523,
1452,02/07/2022 14:00,02/14/2022 14:00,Same Day,Late delivery,1,SUSPECTED_FRAUD,76633,Consumer,India,LATAM,LATAM,Sports,8874,31,7280.01,1.106,2043.16,3,7,0.2807,
1453,02/07/2022 16:00,02/11/2022 16:00,Standard Class,Shipping on time,1,CLOSED,13971,Consumer,,Africa,,Books,6835,39,3655.63,0.008,-124.93,5,4,-0.0342,Some desc
1454,02/07/2022 18:00,02/13/2022 18:00,Standard Class,Late delivery,0,PENDING,81557,Consumer,United States,Africa,LATAM,Electronics,3588,32,11449.47,0.281,1305.38,5,6,0.114,Some desc
1455,02/07/2022 20:00,02/10/2022 20:00,First Class,Shipping on time,0,PROCESSING,46696,Corporate,United States,USCA,Pacific Asia,Furniture,125,36,10111.18,0.152,1493.11,5,3,0.1477,
1456,02/07/2022 22:00,02/09/2022 22:00,First Class,Late delivery,0,PROCESSING,83431,Consumer,United States,LATAM,Pacific Asia,Electronics,8379,12,4341.34,0.155,850.96,5,2,0.196,
1457,02/08/2022 00:00,02/12/2022 00:00,Standard Class,Late delivery,0,PENDING,84795,Corporate,United States,Europe,Pacific Asia,Books,2949,5,1556.67,0.183,327.28,6,4,0.2102,Some desc
1458,02/08/2022 02:00,02/12/2022 02:00,Second Class,Advance shipping,0,PENDING,61341,Consumer,France,USCA,LATAM,Furniture,6094,47,7758.17,0.35,2189.54,3,4,0.2822,
1459,02/08/2022 04:00,02/11/2022 04:00,Same Day,Shipping canceled,0,CANCELED,97765,Consumer,Brazil,Pacific Asia,Europe,Furniture,2418,28,225.47,0.18,13.38,2,3,0.0593,
1460,02/08/2022 06:00,02/14/2022 06:00,Standard Class,Advance shipping,0,SUSPECTED_FRAUD,95119,Consumer,Brazil,LATAM,USCA,Furniture,7918,37,11911.6,0.039,-62.28,2,6,-0.0052,
1461,02/08/2022 08:00,02/15/2022 08:00,Unknown,Advance shipping,0,COMPLETE,73028,Corporate,,LATAM,USCA,Sports,3526,47,2256.53,0.125,55.5,2,7,0.0246,
1462,02/08/2022 10:00,02/09/2022 10:00,Second Class,Shipping on time,0,PENDING,54287,Consumer,Brazil,USCA,Pacific Asia,,7423,9,3207.32,0.259,1041.54,3,1,0.3247,
1463,02/08/2022 12:00,02/09/2022 12:00,Standard Class,Shipping canceled,0,SUSPECTED_FRAUD,93349,Corporate,United States,Africa,Africa,Books,944,43,3052.99,0.447,514.96,2,1,0.1687,
1464,02/08/2022 14:00,02/10/2022 14:00,Second Class,Shipping on time,0,PROCESSING,97253,Home Office,India,Europe,Europe,Electronics,6192,18,3147.71,0.064,118.47,6,2,0.0376,Some desc
1465,02/08/2022 16:00,02/13/2022 16:00,Standard Class,Late delivery,0,CANCELED,46767,Home Office,United States,,Europe,Furniture,9682,31,7360.3,0.146,1945.67,3,5,0.2643,
1466,02/08/2022 18:00,02/09/2022 18:00,Same Day,Shipping canceled,0,CLOSED,39194,Consumer,France,USCA,Pacific Asia,Electronics,4786,19,3765.99,0.219,695.97,3,1,0.1848,
1467,02/08/2022 20:00,02/10/2022 20:00,Second Class,Late delivery,0,CLOSED,37243,Consumer,Brazil,,Africa,Clothing,4731,10,1893.48,0.425,183.54,4,2,0.0969,
1468,02/08/2022 22:00,02/11/2022 22:00,First Class,Shipping on time,0,PENDING,94174,Home Office,United States,USCA,Africa,Electronics,6893,44,16436.74,0.049,-701.5,4,3,-0.0427,
1469,02/09/2022 00:00,02/12/2022 00:00,Second Class,Advance shipping,0,PROCESSING,23880,Home Office,Germany,Europe,LATAM,Clothing,8577,18,4398.47,0.357,1157.3,2,3,0.2631,
1470,02/09/2022 02:00,02/15/2022 02:00,First Class,Shipping canceled,0,CANCELED,10284,Corporate,,Pacific Asia,USCA,Clothing,8130,2,613.58,0.325,145.4,6,6,0.237,Some desc
1471,02/09/2022 04:00,02/13/2022 04:00,Standard Class,Late delivery,0,PROCESSING,55078,Corporate,France,Europe,Africa,Sports,689,8,1704261.91,0.138,89.86,5,4,0.0548,
1472,02/09/2022 06:00,02/16/2022 06:00,Same Day,Advance shipping,0,SUSPECTED_FRAUD,95620,Corporate,Brazil,Pacific Asia,LATAM,Sports,3030,48,8431.77,0.348,474.27,6,7,0.0562,Some desc
1473,02/09/2022 08:00,02/15/2022 08:00,Same Day,Late delivery,0,COMPLETE,39424,Corporate,Brazil,,Pacific Asia,Furniture,8462,41,13296.85,0.259,779.13,6,6,0.0586,Some desc
1474,02/09/2022 10:00,02/12/2022 10:00,Standard Class,Late delivery,0,SUSPECTED_FRAUD,55406,Consumer,,LATAM,LATAM,Sports,9746,33,703782.4,0.077,961.89,6,3,0.2182,Some desc
1475,02/09/2022 12:00,02/16/2022 12:00,Standard Class,Late delivery,0,PENDING,19678,Home Office,United States,LATAM,Europe,Furniture,6564,39,4304.89,0.129,291.32,3,7,0.0677,Some desc
1476,02/09/2022 14:00,02/15/2022 14:00,Same Day,Shipping on time,0,PENDING,83831,Corporate,,Europe,Europe,Sports,145,32,259.55,0.148,19.24,5,6,0.0741,
1477,02/09/2022 16:00,02/13/2022 16:00,Same Day,Shipping canceled,0,CLOSED,93871,Consumer,United States,USCA,Pacific Asia,Books,6819,45,14256.91,0.145,1434.92,2,4,0.1006,
1478,02/09/2022 18:00,02/15/2022 18:00,Same Day,Shipping canceled,0,PENDING,67068,Consumer,Germany,,,Electronics,9471,5,1146.56,0.336,392.22,3,6,0.3421,Some desc
1479,02/09/2022 20:00,02/11/2022 20:00,First Class,Late delivery,1,CLOSED,21133,Home Office,France,Europe,USCA,Clothing,8081,4,399.25,0.297,53.52,5,2,0.1341,Some desc
1480,02/09/2022 22:00,02/11/2022 22:00,Second Class,Late delivery,0,PROCESSING,18809,Consumer,Germany,USCA,USCA,,7263,35,1530.71,0.369,154.53,5,2,0.101,
1481,02/10/2022 00:00,02/16/2022 00:00,Same Day,Late delivery,0,PENDING,76575,Home Office,France,Europe,Africa,Clothing,5307,48,962.81,1.208,132.88,5,6,0.138,
1482,02/10/2022 02:00,02/16/2022 02:00,First Class,Shipping on time,1,CANCELED,21551,Home Office,,Europe,Africa,Electronics,9029,29,6018.79,0.158,1430.55,5,6,0.2377,
1483,02/10/2022 04:00,02/12/2022 04:00,Standard Class,Late delivery,0,CLOSED,16126,Home Office,United States,USCA,,Sports,6376,48,4691.85,0.03,1423.87,2,2,0.3035,Some desc
1484,02/10/2022 06:00,02/16/2022 06:00,Standard Class,Shipping on time,0,PENDING,90111,Consumer,Brazil,Pacific Asia,Africa,Clothing,5160,20,5114.81,0.357,1771.36,4,6,0.3463,
1485,02/10/2022 08:00,02/14/2022 08:00,Second Class,Late delivery,0,COMPLETE,57439,Corporate,United States,LATAM,USCA,,9006,34,15609.77,0.034,2254.45,5,4,0.1444,
1486,02/10/2022 10:00,02/14/2022 10:00,Standard Class,Late delivery,0,SUSPECTED_FRAUD,63554,Home Office,India,LATAM,Pacific Asia,Books,133,25,8414.28,0.136,1127.99,2,4,0.1341,
1487,02/10/2022 12:00,02/16/2022 12:00,Unknown,Shipping on time,0,COMPLETE,70731,Consumer,,Pacific Asia,USCA,Books,1338,44,13118.66,0.301,1077.37,3,6,0.0821,Some desc
1488,02/10/2022 14:00,02/12/2022 14:00,First Class,Late delivery,0,CANCELED,41016,Consumer,,LATAM,,Clothing,8429,32,10400.28,0.344,2721.1,4,2,0.2616,
1489,02/10/2022 16:00,02/13/2022 16:00,Second Class,Shipping on time,0,PENDING,31107,Consumer,Brazil,,USCA,Books,651,22,7923.9,0.031,1681.72,5,3,0.2122,
1490,02/10/2022 18:00,02/13/2022 18:00,First Class,Advance shipping,0,SUSPECTED_FRAUD,56727,Consumer,,USCA,Africa,Electronics,8988,12,2493.58,0.273,237.75,6,3,0.0953,
1491,02/10/2022 20:00,02/14/2022 20:00,Second Class,Shipping on time,0,COMPLETE,16808,Home Office,India,USCA,Europe,Sports,9827,16,6092.65,0.062,959.08,5,4,0.1574,Some desc
1492,02/10/2022 22:00,02/12/2022 22:00,Second Class,Shipping on time,0,CLOSED,36565,Corporate,,,,Clothing,2681,4,748.91,0.341,24.21,6,2,0.0323,
1493,02/11/2022 00:00,02/12/2022 00:00,Same Day,Shipping on time,0,CANCELED,63402,Consumer,United States,Pacific Asia,Europe,Furniture,8825,8,1177.83,0.328,268.07,3,1,0.2276,
1494,02/11/2022 02:00,02/16/2022 02:00,Second Class,Late delivery,1,SUSPECTED_FRAUD,94868,Home Office,,Pacific Asia,LATAM,,5512,25,349.57,0.337,17.78,3,5,0.0509,
1495,02/11/2022 04:00,02/12/2022 04:00,Same Day,Advance shipping,0,COMPLETE,64261,Consumer,Brazil,Europe,Africa,Furniture,5187,2,627.81,0.029,56.39,3,1,0.0898,Some desc
1496,02/11/2022 06:00,02/14/2022 06:00,First Class,Late delivery,0,PROCESSING,77631,Consumer,India,LATAM,USCA,Electronics,9234,24,8065.3,0.252,-183.51,6,3,-0.0228,Some desc
1497,02/11/2022 08:00,02/18/2022 08:00,First Class,Shipping canceled,0,COMPLETE,38078,Home Office,France,,USCA,Books,7828,3,931.54,0.108,35.35,5,7,0.0379,
1498,02/11/2022 10:00,02/18/2022 10:00,Second Class,Late delivery,0,PENDING,15134,Corporate,India,Europe,Europe,Furniture,8901,8,1274.59,0.223,35.63,4,7,0.028,
1499,02/11/2022 12:00,02/13/2022 12:00,Second Class,Late delivery,0,SUSPECTED_FRAUD,43857,Corporate,,LATAM,,Furniture,8830,34,5856.68,0.445,1429.75,4,2,0.2441,
1500,02/11/2022 14:00,02/18/2022 14:00,Same Day,Late delivery,0,CLOSED,72201,Home Office,Brazil,LATAM,USCA,Electronics,7291,2,781.41,0.041,178.0,3,7,0.2278,
1501,02/11/2022 16:00,02/14/2022 16:00,Second Class,Advance shipping,0,CANCELED,14104,Consumer,France,LATAM,USCA,Electronics,4721,17,4776.3,0.267,789.32,6,3,0.1653,Some desc
1502,02/11/2022 18:00,02/13/2022 18:00,Second Class,Late delivery,0,CLOSED,87944,Corporate,France,Africa,Europe,Clothing,1932,10,2297.68,0.074,240.85,5,2,0.1048,Some desc
1503,02/11/2022 20:00,02/15/2022 20:00,Same Day,Shipping canceled,0,SUSPECTED_FRAUD,36620,Home Office,United States,Pacific Asia,Africa,,1069,3,425.11,0.23,129.98,4,4,0.3058,
1504,02/11/2022 22:00,02/15/2022 22:00,Same Day,Late delivery,0,COMPLETE,71888,Consumer,India,Africa,Europe,Furniture,2600,11,1697.42,0.234,515.39,5,4,0.3036,
1505,02/12/2022 00:00,02/15/2022 00:00,Same Day,Shipping canceled,0,SUSPECTED_FRAUD,89433,Consumer,Germany,Pacific Asia,Europe,Sports,4857,6,2167.58,0.205,414.3,5,3,0.1911,Some desc
1506,02/12/2022 02:00,02/15/2022 02:00,Second Class,Shipping on time,0,PENDING,65029,Consumer,France,,USCA,Clothing,1458,4,253.7,0.288,54.08,3,3,0.2132,Some desc
1507,02/12/2022 04:00,02/13/2022 04:00,First Class,Late delivery,0,CANCELED,25416,Corporate,United States,Africa,USCA,,3578,33,8015.02,0.438,2152.68,5,1,0.2686,Some desc
1508,02/12/2022 06:00,02/14/2022 06:00,First Class,Shipping on time,0,PENDING,33009,Home Office,,USCA,Europe,Furniture,7965,7,454.06,0.362,108.57,5,2,0.2391,Some desc
1509,02/12/2022 08:00,02/14/2022 08:00,First Class,Shipping on time,0,PROCESSING,52124,Consumer,,Europe,USCA,Furniture,329,-6,12839.39,0.431,513.07,5,2,0.04,
1510,02/12/2022 10:00,02/19/2022 10:00,Same Day,Shipping on time,0,PROCESSING,98111,Consumer,,USCA,USCA,Clothing,3151,24,4983.38,0.085,754.21,2,7,0.1513,Some desc
1511,02/12/2022 12:00,02/16/2022 12:00,First Class,Shipping canceled,0,COMPLETE,70913,Corporate,France,Africa,Pacific Asia,Books,9593,20,4070.63,0.447,43.78,2,4,0.0108,Some desc
1512,02/12/2022 14:00,02/16/2022 14:00,Second Class,Late delivery,1,PENDING,65488,Corporate,Germany,Europe,Europe,Sports,3309,43,13583.38,0.137,3718.48,2,4,0.2738,Some desc
1513,02/12/2022 16:00,02/16/2022 16:00,Standard Class,Late delivery,0,PROCESSING,82258,Consumer,Brazil,Europe,Africa,Sports,7185,39,14881.97,0.015,3146.51,3,4,0.2114,Some desc
1514,02/12/2022 18:00,02/19/2022 18:00,Standard Class,Shipping on time,0,CANCELED,22729,Home Office,Brazil,Europe,Pacific Asia,Electronics,6131,21,6681.84,0.196,2282.76,2,7,0.3416,Some desc
1515,02/12/2022 20:00,02/18/2022 20:00,First Class,Late delivery,0,CANCELED,17303,Home Office,United States,Africa,LATAM,Books,7878,48,1038.64,0.111,4.78,4,6,0.0046,Some desc
1516,02/12/2022 22:00,02/17/2022 22:00,Standard Class,Shipping canceled,0,CLOSED,62501,Corporate,United States,,USCA,,7319,27,2488.78,0.343,383.42,6,5,0.1541,Some desc
1517,02/13/2022 00:00,02/16/2022 00:00,First Class,Late delivery,1,PROCESSING,63264,Corporate,France,Europe,Africa,Clothing,6007,35,3992.81,0.039,956.69,2,3,0.2396,
1518,02/13/2022 02:00,02/16/2022 02:00,Second Class,Shipping on time,0,SUSPECTED_FRAUD,33167,Consumer,Brazil,LATAM,LATAM,Books,9714,48,12679.32,0.247,3764.96,3,3,0.2969,Some desc
1519,02/13/2022 04:00,02/20/2022 04:00,Same Day,Shipping on time,0,COMPLETE,66455,Consumer,India,Pacific Asia,Pacific Asia,Furniture,2764,36,10750.28,0.13,3132.19,2,7,0.2914,
1520,02/13/2022 06:00,02/20/2022 06:00,Second Class,Shipping on time,0,PROCESSING,23776,Corporate,India,Europe,LATAM,Books,2871,29,3998.85,0.093,123.16,2,7,0.0308,
1521,02/13/2022 08:00,02/15/2022 08:00,Second Class,Late delivery,0,SUSPECTED_FRAUD,27764,Home Office,France,,Pacific Asia,Books,5887,31,7473.07,0.394,2562.73,2,2,0.3429,
1522,02/13/2022 10:00,02/16/2022 10:00,First Class,Late delivery,0,PENDING,90452,Consumer,Brazil,Europe,LATAM,Electronics,7176,33,4036.03,0.232,1382.49,5,3,0.3425,
1523,02/13/2022 12:00,02/16/2022 12:00,Economy,Late delivery,0,CLOSED,12776,Home Office,United States,Africa,Africa,Clothing,6834,48,7163.35,0.146,2418.52,6,3,0.3376,
1524,02/13/2022 14:00,02/19/2022 14:00,Standard Class,Advance shipping,0,CANCELED,60199,Corporate,United States,Europe,Pacific Asia,,9568,35,4704.47,0.336,919.47,5,6,0.1954,
1525,02/13/2022 16:00,02/20/2022 16:00,Same Day,Late delivery,0,PROCESSING,85992,Corporate,,Africa,Europe,Furniture,6013,15,3451.79,0.384,976.08,5,7,0.2828,Some desc
1526,02/13/2022 18:00,02/20/2022 18:00,Second Class,Shipping canceled,0,PROCESSING,74166,Consumer,United States,,Europe,Clothing,7640,2,17.35,0.199,-0.34,2,7,-0.0196,Some desc
1527,02/13/2022 20:00,02/19/2022 20:00,Second Class,Late delivery,0,SUSPECTED_FRAUD,49605,Home Office,United States,Pacific Asia,,Furniture,1358,-7,16243.37,0.082,847.65,6,6,0.0522,
1528,02/13/2022 22:00,02/16/2022 22:00,Second Class,Shipping on time,0,CANCELED,38297,Consumer,,LATAM,Europe,Clothing,478,24,4612.95,0.447,-60.9,4,3,-0.0132,
1529,02/14/2022 00:00,02/17/2022 00:00,First Class,Late delivery,0,SUSPECTED_FRAUD,15470,Consumer,India,USCA,Europe,Books,8153,21,5197.92,0.162,791.25,6,3,0.1522,
1530,02/14/2022 02:00,02/21/2022 02:00,Same Day,Late delivery,0,CANCELED,21184,Consumer,Brazil,Africa,,Sports,4526,46,5115.74,0.092,1718.34,3,7,0.3359,Some desc
1531,02/14/2022 04:00,02/17/2022 04:00,Standard Class,Shipping on time,0,PENDING,62022,Corporate,France,USCA,,,3045,8,3005.71,0.046,630.2,5,3,0.2097,Some desc
1532,02/14/2022 06:00,02/16/2022 06:00,Second Class,Late delivery,0,PROCESSING,57563,Corporate,United States,Africa,Europe,Sports,7529,2,825.11,0.056,110.98,4,2,0.1345,
1533,02/14/2022 08:00,02/20/2022 08:00,Standard Class,Shipping canceled,0,CLOSED,43921,Home Office,United States,,Pacific Asia,Books,4027,37,5397.69,0.424,1441.91,4,6,0.2671,
1534,02/14/2022 10:00,02/18/2022 10:00,First Class,Shipping canceled,0,CANCELED,36321,Consumer,Germany,,LATAM,Electronics,395,46,3954.53,0.426,672.8,2,4,0.1701,
1535,02/14/2022 12:00,02/15/2022 12:00,Second Class,Shipping canceled,0,CANCELED,17218,Corporate,India,LATAM,Pacific Asia,Books,5551,41,6112.62,0.229,813.34,4,1,0.1331,Some desc
1536,02/14/2022 14:00,02/21/2022 14:00,Second Class,Late delivery,0,COMPLETE,21087,Corporate,Germany,USCA,Pacific Asia,Sports,1342,43,6252.48,0.311,1261.32,2,7,0.2017,
1537,02/14/2022 16:00,02/17/2022 16:00,Same Day,Shipping canceled,0,CANCELED,35839,Consumer,India,Europe,,Furniture,9777,43,4204.06,0.375,650.45,5,3,0.1547,
1538,02/14/2022 18:00,02/17/2022 18:00,Same Day,Shipping canceled,0,COMPLETE,93134,Consumer,India,Europe,LATAM,Clothing,3349,34,9104.86,0.251,1881.23,5,3,0.2066,Some desc
1539,02/14/2022 20:00,02/18/2022 20:00,Same Day,Late delivery,0,CLOSED,39414,Home Office,Brazil,Africa,Europe,,3193,46,5615.04,0.3,1521.98,6,4,0.2711,Some desc
1540,02/14/2022 22:00,02/16/2022 22:00,Second Class,Shipping on time,0,CANCELED,20414,Consumer,United States,LATAM,Africa,Sports,8449,17,3952.46,0.435,533.45,4,2,0.135,
1541,02/15/2022 00:00,02/21/2022 00:00,Standard Class,Late delivery,0,CANCELED,61740,Consumer,France,,Africa,Furniture,514,37,8000.76,0.078,928.16,6,6,0.116,Some desc
1542,02/15/2022 02:00,02/20/2022 02:00,Same Day,Shipping on time,0,COMPLETE,21386,Corporate,France,LATAM,USCA,Furniture,6805,-1,1483.63,0.062,257.36,6,5,0.1735,Some desc
1543,02/15/2022 04:00,02/19/2022 04:00,First Class,Advance shipping,0,SUSPECTED_FRAUD,46299,Consumer,Germany,Africa,Africa,Clothing,9726,26,8150.29,0.339,2542.09,4,4,0.3119,Some desc
1544,02/15/2022 06:00,02/17/2022 06:00,Standard Class,Late delivery,1,PROCESSING,75517,Corporate,Brazil,Pacific Asia,LATAM,Furniture,396,15,2316.71,0.316,276.14,6,2,0.1192,Some desc
1545,02/15/2022 08:00,02/19/2022 08:00,Second Class,Advance shipping,0,PENDING,19629,Home Office,India,Europe,Africa,Furniture,9578,46,3763.59,0.084,1088.05,5,4,0.2891,
1546,02/15/2022 10:00,02/17/2022 10:00,Standard Class,Shipping on time,0,CLOSED,93058,Consumer,India,Pacific Asia,USCA,Sports,6208,22,5269.21,0.136,1037.32,3,2,0.1969,Some desc
1547,02/15/2022 12:00,02/22/2022 12:00,Second Class,Late delivery,0,COMPLETE,67179,Consumer,,Africa,Europe,Clothing,2062,11,1909.47,0.308,-86.0,4,7,-0.045,Some desc
1548,02/15/2022 14:00,02/21/2022 14:00,Standard Class,Late delivery,0,CLOSED,92290,Consumer,India,Europe,,Electronics,8543,28,8547.61,1.134,1200.78,2,6,0.1405,Some desc
1549,02/15/2022 16:00,02/16/2022 16:00,Second Class,Advance shipping,1,PROCESSING,75591,Consumer,India,Europe,Africa,Sports,8306,4,1030.47,0.402,35.26,3,1,0.0342,
1550,02/15/2022 18:00,02/19/2022 18:00,Unknown,Late delivery,0,SUSPECTED_FRAUD,96925,Corporate,United States,,USCA,Furniture,9821,7,1560.15,0.377,15.83,3,4,0.0101,
1551,02/15/2022 20:00,02/21/2022 20:00,Same Day,Late delivery,0,CANCELED,55656,Corporate,Brazil,USCA,,Clothing,9203,22,8348.22,0.219,365.44,3,6,0.0438,Some desc
1552,02/15/2022 22:00,02/19/2022 22:00,Standard Class,Shipping on time,0,PENDING,11468,Home Office,Germany,Europe,USCA,Sports,6147,31,3000.02,0.3,704.91,3,4,0.235,Some desc
1553,02/16/2022 00:00,02/17/2022 00:00,Second Class,Shipping on time,0,SUSPECTED_FRAUD,15701,Corporate,India,Africa,Africa,,228,29,2540.81,0.29,510.58,2,1,0.201,
1554,02/16/2022 02:00,02/17/2022 02:00,First Class,Shipping on time,0,CANCELED,26493,Corporate,India,,Africa,Books,7496,3,429.22,0.041,70.71,4,1,0.1647,
1555,02/16/2022 04:00,02/22/2022 04:00,First Class,Advance shipping,0,PROCESSING,19290,Corporate,United States,Europe,Europe,,7571,34,9260.81,0.192,1371.59,3,6,0.1481,Some desc
1556,02/16/2022 06:00,02/20/2022 06:00,Second Class,Shipping on time,0,PROCESSING,82706,Corporate,Brazil,LATAM,Pacific Asia,Clothing,7751,3,288.98,0.198,30.54,3,4,0.1057,
1557,02/16/2022 08:00,02/20/2022 08:00,Express,Shipping on time,0,CLOSED,95017,Home Office,India,Pacific Asia,Africa,Furniture,1880,40,1162.68,0.404,354.18,5,4,0.3046,
1558,02/16/2022 10:00,02/18/2022 10:00,Same Day,Advance shipping,0,COMPLETE,65948,Corporate,Brazil,Africa,Europe,Clothing,7367,2,588.72,0.398,190.15,6,2,0.323,
1559,02/16/2022 12:00,02/18/2022 12:00,Standard Class,Late delivery,0,CANCELED,27042,Corporate,India,Pacific Asia,USCA,Clothing,8288,2,313.1,0.026,80.08,2,2,0.2558,
1560,02/16/2022 14:00,02/19/2022 14:00,Same Day,Advance shipping,0,SUSPECTED_FRAUD,98120,Corporate,Brazil,Europe,,Furniture,841,26,1855.25,0.38,121.13,4,3,0.0653,
1561,02/16/2022 16:00,02/20/2022 16:00,First Class,Advance shipping,0,SUSPECTED_FRAUD,37674,Home Office,Brazil,USCA,USCA,Sports,307,40,5294.82,0.275,1670.76,6,4,0.3155,
1562,02/16/2022 18:00,02/20/2022 18:00,Standard Class,Advance shipping,0,SUSPECTED_FRAUD,89395,Consumer,India,Pacific Asia,Africa,Clothing,926,38,3147.77,0.007,873.99,5,4,0.2777,Some desc
1563,02/16/2022 20:00,02/23/2022 20:00,Standard Class,Shipping on time,0,CLOSED,71875,Consumer,India,Pacific Asia,USCA,Electronics,6942,30,564.12,0.172,-0.22,2,7,-0.0004,
1564,02/16/2022 22:00,02/18/2022 22:00,First Class,Shipping on time,0,SUSPECTED_FRAUD,49405,Corporate,United States,Pacific Asia,USCA,Sports,3080,9,843.26,0.4,73.09,5,2,0.0867,
1565,02/17/2022 00:00,02/21/2022 00:00,Standard Class,Late delivery,0,COMPLETE,81264,Consumer,Brazil,Pacific Asia,Europe,Furniture,8185,47,6791.94,0.161,550.43,2,4,0.081,
1566,02/17/2022 02:00,02/19/2022 02:00,Same Day,Late delivery,0,PENDING,69753,Home Office,France,LATAM,USCA,Books,9577,2,565.78,0.304,136.93,5,2,0.242,
1567,02/17/2022 04:00,02/18/2022 04:00,Second Class,Advance shipping,0,CANCELED,91990,Home Office,Germany,LATAM,Pacific Asia,Clothing,452,18,2958.78,0.255,472.1,4,1,0.1596,
1568,02/17/2022 06:00,02/20/2022 06:00,Second Class,Late delivery,0,PENDING,64692,Consumer,Brazil,Europe,Pacific Asia,Furniture,7410,37,10053.72,0.265,570.59,4,3,0.0568,Some desc
1569,02/17/2022 08:00,02/18/2022 08:00,Second Class,Advance shipping,0,COMPLETE,45566,Corporate,Brazil,Africa,,Furniture,7594,31,8972.55,0.216,379.7,3,1,0.0423,
1570,02/17/2022 10:00,02/20/2022 10:00,Standard Class,Late delivery,0,PENDING,18522,Corporate,United States,LATAM,,,843,39,12078.91,0.217,1606.52,6,3,0.133,
1571,02/17/2022 12:00,02/22/2022 12:00,Standard Class,Shipping on time,0,SUSPECTED_FRAUD,99305,Consumer,,Europe,Pacific Asia,,1275,38,10375.45,0.406,2245.07,2,5,0.2164,
1572,02/17/2022 14:00,02/20/2022 14:00,First Class,Late delivery,1,CLOSED,80224,Consumer,Brazil,Europe,Pacific Asia,Clothing,8074,47,9634.13,0.186,1478.75,6,3,0.1535,
1573,02/17/2022 16:00,02/22/2022 16:00,Standard Class,Late delivery,0,PENDING,19350,Home Office,,USCA,Africa,Books,882,26,1341.72,0.086,73.01,2,5,0.0544,Some desc
1574,02/17/2022 18:00,02/20/2022 18:00,Standard Class,Late delivery,0,CANCELED,64612,Corporate,Brazil,Pacific Asia,Africa,Clothing,2070,41,802.68,0.189,158.93,3,3,0.198,Some desc
1575,02/17/2022 20:00,02/20/2022 20:00,First Class,Shipping on time,0,CLOSED,84387,Corporate,Germany,Africa,Africa,,9213,8,522.71,0.33,182.72,4,3,0.3496,Some desc
1576,02/17/2022 22:00,02/24/2022 22:00,Second Class,Shipping on time,0,CLOSED,72989,Consumer,France,Pacific Asia,Pacific Asia,Furniture,7298,9,2938.96,0.214,60.74,4,7,0.0207,Some desc
1577,02/18/2022 00:00,02/20/2022 00:00,First Class,Late delivery,0,SUSPECTED_FRAUD,34489,Corporate,Germany,USCA,,,9237,3,582.36,0.329,93.97,3,2,0.1614,
